duplicate_fp,fn,fp,gt,height,image,max_conf,mean_gt_best_iou,precision_image,pred,recall_image,tp,width
2,0,67,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231209T181848-008888-000000-0022B8_B-1_0007.png,0.6407827138900757,0.7436933789807414,0.056338028169014086,71,1.0,4,1024
1,2,51,5,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231209T181848-008888-000000-0022B8_B-1_0008.png,0.669661283493042,0.4501853674015129,0.05555555555555555,54,0.6,3,1024
2,0,14,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231209T181848-008888-000000-0022B8_B-1_0009.png,0.6733372807502747,0.7571349573886965,0.125,16,1.0,2,1024
1,3,47,4,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231209T181848-008888-000000-0022B8_B-1_0010.png,0.6946656107902527,0.30199140016638254,0.020833333333333332,48,0.25,1,1024
1,0,44,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231209T181848-008888-000000-0022B8_B-52_0004.png,0.6217089295387268,0.6323722125900803,0.06382978723404255,47,1.0,3,1024
0,0,21,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231209T181848-008888-000000-0022B8_B-52_0005.png,0.6930585503578186,0.7136422368303763,0.08695652173913043,23,1.0,2,1024
0,2,23,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231209T181848-008888-000000-0022B8_B-52_0006.png,0.4216921925544739,0.17249630947507474,0.041666666666666664,24,0.3333333333333333,1,1024
1,1,112,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231209T181848-008888-000000-0022B8_F-16_0001.png,0.33272355794906616,0.5113776965386018,0.017543859649122806,114,0.6666666666666666,2,1024
2,1,82,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231209T181848-008888-000000-0022B8_F-16_0002.png,0.19225195050239563,0.4918248931046499,0.023809523809523808,84,0.6666666666666666,2,1024
2,0,82,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231209T181848-008888-000000-0022B8_F-16_0003.png,0.25982216000556946,0.6455459883176538,0.03529411764705882,85,1.0,3,1024
0,0,67,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231223T184439-009063-000000-002367_B-1_0005.png,0.6332468390464783,0.6709674355735347,0.04285714285714286,70,1.0,3,1024
0,0,70,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231223T184439-009063-000000-002367_B-52_0002.png,0.7888466119766235,0.7792629010175456,0.027777777777777776,72,1.0,2,1024
2,0,102,3,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231223T184439-009063-000000-002367_B-52_0003.png,0.7911439538002014,0.7556799422203007,0.02857142857142857,105,1.0,3,1024
0,0,52,2,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231223T184439-009063-000000-002367_B-52_0004.png,0.664926290512085,0.70657462556513,0.037037037037037035,54,1.0,2,1024
1,0,36,1,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/BC2-SP-ORG-2SVV-20231223T184439-009063-000000-002367_C-130_0001.png,0.6190552115440369,0.7299906347516837,0.02702702702702703,37,1.0,1,1024
