aspect,bright_ratio_p95,contrast_p95_p5,dark_ratio_p5,edge_density,entropy,gradient_mean,gradient_p95,gray_cv,gray_mean,gray_p1,gray_p5,gray_p50,gray_p95,gray_p99,gray_std,height,image,laplacian_var,pixels,sha1,width
1.0,0.05027008056640625,123.0,0.064056396484375,0.1335601806640625,6.391690616351335,16.411449432373047,58.77054214477539,1.248909567578025,34.19097137451172,1.0,3.0,17.0,126.0,215.0,42.70143127441406,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/261_B-52_0004.png,4190.3603515625,1048576,dabec349765fffdee997fb41409b768e107d169d,1024
1.0,0.05052947998046875,153.0,0.08473968505859375,0.1349639892578125,6.5178089300514115,18.420804977416992,67.52962493896484,1.318738947580161,39.066200256347656,1.0,3.0,18.0,156.0,253.0,51.51811981201172,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/261_B-52_0005.png,4889.5263671875,1048576,ebac264615baf4332b90a6bfe9cc45ad32f6c0c0,1024
1.0,0.050472259521484375,167.0,0.09090805053710938,0.13710403442382812,6.563769174958801,19.02964973449707,70.03570556640625,1.3248963877944508,41.33451843261719,1.0,3.0,18.0,170.0,255.0,54.763954162597656,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/261_B-52_0006.png,5186.2353515625,1048576,204c9e13c3ebab5b10bd4bbe6682866e32e0cb7c,1024
1.0,0.050205230712890625,156.0,0.053951263427734375,0.13338088989257812,6.478426151983592,18.306669235229492,67.60177612304688,1.3459039610845491,38.93720245361328,1.0,2.0,17.0,158.0,255.0,52.40573501586914,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/261_B-52_0007.png,4855.83251953125,1048576,cc94c20fc2bb6ee68084a22cc77123ba3e1cdaaa,1024
1.0,0.050052642822265625,145.0,0.050235748291015625,0.13523483276367188,6.515542350654524,18.461772918701172,66.42476654052734,1.2881712980143383,38.49677658081055,1.0,2.0,18.0,147.0,252.0,49.5904426574707,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/261_B-52_0008.png,4906.5830078125,1048576,0ad9ee88653604ab38c429438d16bc915bb3eeb2,1024
1.0,0.05029296875,132.0,0.050411224365234375,0.13884353637695312,6.9457838396138785,23.59093475341797,64.51744079589844,0.8979994180839377,48.955787658691406,3.0,6.0,37.0,138.0,236.0,43.9622688293457,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/261_B-52_0009.png,6161.26171875,1048576,7d3f97e3c7a24e3584aa221c64939030412f2eb1,1024
1.0,0.050365447998046875,127.0,0.0518035888671875,0.13663482666015625,6.868116550792265,21.81092643737793,61.48087692260742,0.9446296316386369,45.71178436279297,2.0,5.0,33.0,132.0,234.0,43.18070602416992,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/261_B-52_0010.png,5528.14208984375,1048576,bd4408698a29c4cfe6bcfab26eb6547a7877a942,1024
1.0,0.050323486328125,115.0,0.061511993408203125,0.13834381103515625,6.832692503546438,21.798648834228516,59.356971740722656,0.8603788839479115,44.50286102294922,3.0,6.0,34.0,121.0,190.0,38.28932189941406,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/261_B-52_0011.png,5432.61767578125,1048576,6756615a9c3986533a55dce9e5f04b3c2b560b55,1024
1.0,0.05031585693359375,139.0,0.0555419921875,0.13931655883789062,6.949753175182171,23.416759490966797,66.00189208984375,0.9402176478386559,48.97443389892578,3.0,6.0,35.0,145.0,243.0,46.046627044677734,1024,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/261_B-52_0012.png,6166.45068359375,1048576,4c2b225472403a977c04f7ee21c84bd0817623ff,1024
1.0009775171065494,0.050411224365234375,133.0,0.050075531005859375,0.137847900390625,6.916420042546403,22.63857650756836,64.2222671508789,0.9440790303417579,47.184844970703125,2.0,5.0,34.0,138.0,234.0,44.54622268676758,1023,/ssd_data/lixiang_data/Datasets/data_sar_plane_coarsness/images/261_B-52_0013.png,5979.2509765625,1047552,3b0ae402edf0ee2ca2754a1bb36743d99ee3b4a9,1024
